,e_type,e_con,e_prod,GDP,Population,ei_capita,ei_gdp,pop_growth,pop_density,Manuf_GDP,Agric_GDP,Deforestation,emission_per_cap,CO2_emission
32739,3,0.04,0.0,30.48,8880.27,25.89,7.54,2.47,63.984,3.902964,6.1822584,4217.8281,0.0002871534311456,2.55
32740,4,0.0,0.0,30.48,8880.27,25.89,7.54,2.47,63.984,3.902964,6.1822584,4217.8281,0.0,0.0
32741,5,0.15,0.16,30.48,8880.27,25.89,7.54,2.47,63.984,3.902964,6.1822584,4217.8281,0.0,0.0
32742,0,0.18,0.07,133.97,54660.3,3.28,1.34,2.992,61.707,10.260762299999998,38.5056574,471520.198,0.0002102074083018,11.49
32743,1,0.01,0.01,133.97,54660.3,3.28,1.34,2.992,61.707,10.260762299999998,38.5056574,471520.198,1.1525732570073709e-05,0.63
32744,2,0.04,0.04,133.97,54660.3,3.28,1.34,2.992,61.707,10.260762299999998,38.5056574,471520.198,5.396970012971023e-05,2.95
32745,3,0.11,0.0,133.97,54660.3,3.28,1.34,2.992,61.707,10.260762299999998,38.5056574,471520.198,0.000144711975602,7.91
32746,4,0.0,0.0,133.97,54660.3,3.28,1.34,2.992,61.707,10.260762299999998,38.5056574,471520.198,0.0,0.0
32747,5,0.02,0.02,133.97,54660.3,3.28,1.34,2.992,61.707,10.260762299999998,38.5056574,471520.198,0.0,0.0
32748,0,5.41,2.72,1171.66,69234.73,78.08,4.61,0.345,135.469,316.523949,98.48973960000002,199809.079,0.0042487347029446,294.16
32749,1,0.62,0.17,1171.66,69234.73,78.08,4.61,0.345,135.469,316.523949,98.48973960000002,199809.079,0.0008143311889856,56.38
32750,2,1.82,1.33,1171.66,69234.73,78.08,4.61,0.345,135.469,316.523949,98.48973960000002,199809.079,0.0013740213907095,95.13
32751,3,2.65,0.9,1171.66,69234.73,78.08,4.61,0.345,135.469,316.523949,98.48973960000002,199809.079,0.0020602376870683,142.64
32752,4,0.0,0.0,1171.66,69234.73,78.08,4.61,0.345,135.469,316.523949,98.48973960000002,199809.079,0.0,0.0
32753,5,0.32,0.32,1171.66,69234.73,78.08,4.61,0.345,135.469,316.523949,98.48973960000002,199809.079,0.0,0.0
32754,0,0.05,0.0,13.08,381.75,131.88,3.85,1.007,38.137,0.361662,0.1015008,5098.5935,0.0080681074001309,3.08
32755,1,0.0,0.0,13.08,381.75,131.88,3.85,1.007,38.137,0.361662,0.1015008,5098.5935,0.0,0.0
32756,2,0.0,0.0,13.08,381.75,131.88,3.85,1.007,38.137,0.361662,0.1015008,5098.5935,0.0,0.0
32757,3,0.05,0.0,13.08,381.75,131.88,3.85,1.007,38.137,0.361662,0.1015008,5098.5935,0.0080681074001309,3.08
32758,4,0.0,0.0,13.08,381.75,131.88,3.85,1.007,38.137,0.361662,0.1015008,5098.5935,0.0,0.0
32759,5,0.0,0.0,13.08,381.75,131.88,3.85,1.007,38.137,0.361662,0.1015008,5098.5935,0.0,0.0
32760,0,0.01,0.26,3.45,1243.26,5.84,2.1,1.947,83.609,0.052854,0.5792895,9255.9802,0.000418255232212,0.52
32761,1,0.0,0.0,3.45,1243.26,5.84,2.1,1.947,83.609,0.052854,0.5792895,9255.9802,0.0,0.0
32762,2,0.0,0.22,3.45,1243.26,5.84,2.1,1.947,83.609,0.052854,0.5792895,9255.9802,0.0,0.0
32763,3,0.01,0.04,3.45,1243.26,5.84,2.1,1.947,83.609,0.052854,0.5792895,9255.9802,0.000418255232212,0.52
32764,4,0.0,0.0,3.45,1243.26,5.84,2.1,1.947,83.609,0.052854,0.5792895,9255.9802,0.0,0.0
32765,5,0.0,0.0,3.45,1243.26,5.84,2.1,1.947,83.609,0.052854,0.5792895,9255.9802,0.0,0.0
32766,0,0.03,0.0,15.21,7698.48,3.69,1.87,2.479,141.542,2.1222513,3.1391919,12181.7283,0.0002558946701166,1.97
32767,1,0.0,0.0,15.21,7698.48,3.69,1.87,2.479,141.542,2.1222513,3.1391919,12181.7283,4.156664692250938e-05,0.32
32768,2,0.0,0.0,15.21,7698.48,3.69,1.87,2.479,141.542,2.1222513,3.1391919,12181.7283,0.0,0.0
32769,3,0.02,0.0,15.21,7698.48,3.69,1.87,2.479,141.542,2.1222513,3.1391919,12181.7283,0.0002143280231941,1.65
32770,4,0.0,0.0,15.21,7698.48,3.69,1.87,2.479,141.542,2.1222513,3.1391919,12181.7283,0.0,0.0
32771,5,0.0,0.0,15.21,7698.48,3.69,1.87,2.479,141.542,2.1222513,3.1391919,12181.7283,0.0,0.0
32772,0,0.0,0.0,0.57,102.0,23.55,4.23,0.846,141.669,0.0339663,0.0957885,89.50319999999999,0.0013725490196078,0.14
32773,1,0.0,0.0,0.57,102.0,23.55,4.23,0.846,141.669,0.0339663,0.0957885,89.50319999999999,0.0,0.0
32774,2,0.0,0.0,0.57,102.0,23.55,4.23,0.846,141.669,0.0339663,0.0957885,89.50319999999999,0.0,0.0
32775,3,0.0,0.0,0.57,102.0,23.55,4.23,0.846,141.669,0.0339663,0.0957885,89.50319999999999,0.0013725490196078,0.14
32776,4,0.0,0.0,0.57,102.0,23.55,4.23,0.846,141.669,0.0339663,0.0957885,89.50319999999999,0.0,0.0
32777,5,0.0,0.0,0.57,102.0,23.55,4.23,0.846,141.669,0.0339663,0.0957885,89.50319999999999,0.0,0.0
32778,0,0.4,0.14,117.98,11433.4,35.39,3.43,1.139,73.593,16.7543398,10.6016828,6981.8784000000005,0.001997655990344,22.84
32779,1,0.0,0.0,117.98,11433.4,35.39,3.43,1.139,73.593,16.7543398,10.6016828,6981.8784000000005,8.746304686270052e-07,0.01
32780,2,0.2,0.05,117.98,11433.4,35.39,3.43,1.139,73.593,16.7543398,10.6016828,6981.8784000000005,0.0008501408155054,9.72
32781,3,0.2,0.09,117.98,11433.4,35.39,3.43,1.139,73.593,16.7543398,10.6016828,6981.8784000000005,0.0011457659139013,13.1
32782,4,0.0,0.0,117.98,11433.4,35.39,3.43,1.139,73.593,16.7543398,10.6016828,6981.8784000000005,0.0,0.0
32783,5,0.01,0.01,117.98,11433.4,35.39,3.43,1.139,73.593,16.7543398,10.6016828,6981.8784000000005,0.0,0.0
32796,0,0.11,0.04,90.63,41166.6,2.7,1.23,3.756,205.299,14.0684949,21.2608917,24615.8352,0.0001180568713471,4.86
32797,1,0.0,0.0,90.63,41166.6,2.7,1.23,3.756,205.299,14.0684949,21.2608917,24615.8352,0.0,0.0
32798,2,0.0,0.0,90.63,41166.6,2.7,1.23,3.756,205.299,14.0684949,21.2608917,24615.8352,0.0,0.0
32799,3,0.08,0.0,90.63,41166.6,2.7,1.23,3.756,205.299,14.0684949,21.2608917,24615.8352,0.0001180568713471,4.86
32800,4,0.0,0.0,90.63,41166.6,2.7,1.23,3.756,205.299,14.0684949,21.2608917,24615.8352,0.0,0.0
32801,5,0.04,0.04,90.63,41166.6,2.7,1.23,3.756,205.299,14.0684949,21.2608917,24615.8352,0.0,0.0
32802,0,3.68,2.3,456.65,42584.5,86.43,8.06,-0.386,77.388,54.70667,46.477837,96708.342,0.0049907830313846,212.53
32803,1,1.06,0.56,456.65,42584.5,86.43,8.06,-0.386,77.388,54.70667,46.477837,96708.342,0.0028151087837123,119.88
32804,2,1.09,0.66,456.65,42584.5,86.43,8.06,-0.386,77.388,54.70667,46.477837,96708.342,0.0014127205908253,60.16
32805,3,0.53,0.09,456.65,42584.5,86.43,8.06,-0.386,77.388,54.70667,46.477837,96708.342,0.0007629536568469,32.49
32806,4,0.88,0.88,456.65,42584.5,86.43,8.06,-0.386,77.388,54.70667,46.477837,96708.342,0.0,0.0
32807,5,0.12,0.1,456.65,42584.5,86.43,8.06,-0.386,77.388,54.70667,46.477837,96708.342,0.0,0.0
32808,0,4.65,9.89,633.82,9513.9,489.05,7.34,1.339,133.585,58.026221,4.8867522,3173.1736,0.0300970159450908,286.34
32809,1,0.04,0.0,633.82,9513.9,489.05,7.34,1.339,133.585,58.026221,4.8867522,3173.1736,0.0006821597872586,6.49
32810,2,2.75,2.29,633.82,9513.9,489.05,7.34,1.339,133.585,58.026221,4.8867522,3173.1736,0.0154016754432987,146.53
32811,3,1.85,7.59,633.82,9513.9,489.05,7.34,1.339,133.585,58.026221,4.8867522,3173.1736,0.0140131807145334,133.32
32812,4,0.0,0.0,633.82,9513.9,489.05,7.34,1.339,133.585,58.026221,4.8867522,3173.1736,0.0,0.0
32813,5,0.01,0.01,633.82,9513.9,489.05,7.34,1.339,133.585,58.026221,4.8867522,3173.1736,0.0,0.0
32814,0,8.27,5.3,2895.79,66089.75,125.17,2.86,0.679,273.049,259.1152892,17.172034699999998,31639.6054,0.0064796734743284,428.24
32815,1,0.38,0.08,2895.79,66089.75,125.17,2.86,0.679,273.049,259.1152892,17.172034699999998,31639.6054,0.0007386924598746,48.82
32816,2,2.97,1.6,2895.79,66089.75,125.17,2.86,0.679,273.049,259.1152892,17.172034699999998,31639.6054,0.00244667289557,161.7
32817,3,3.31,2.05,2895.79,66089.75,125.17,2.86,0.679,273.049,259.1152892,17.172034699999998,31639.6054,0.0032941568094901,217.71
32818,4,0.58,0.58,2895.79,66089.75,125.17,2.86,0.679,273.049,259.1152892,17.172034699999998,31639.6054,0.0,0.0
32819,5,1.03,0.98,2895.79,66089.75,125.17,2.86,0.679,273.049,259.1152892,17.172034699999998,31639.6054,0.0,0.0
32820,0,97.63,88.1,18927.11,326379.8,299.14,5.16,0.633,35.542,2106.3980719,179.807545,3097956.7314,0.0158389091481764,5169.5
32821,1,13.84,15.63,18927.11,326379.8,299.14,5.16,0.633,35.542,2106.3980719,179.807545,3097956.7314,0.0041522177536722,1355.2
32822,2,28.06,28.29,18927.11,326379.8,299.14,5.16,0.633,35.542,2106.3980719,179.807545,3097956.7314,0.0045647739228959,1489.85
32823,3,37.52,24.53,18927.11,326379.8,299.14,5.16,0.633,35.542,2106.3980719,179.807545,3097956.7314,0.0071219174716082,2324.45
32824,4,8.42,8.42,18927.11,326379.8,299.14,5.16,0.633,35.542,2106.3980719,179.807545,3097956.7314,0.0,0.0
32825,5,11.12,11.24,18927.11,326379.8,299.14,5.16,0.633,35.542,2106.3980719,179.807545,3097956.7314,0.0,0.0
32826,0,0.22,0.13,77.44,3436.65,64.87,2.88,0.365,19.636,7.8067264,4.139168,19679.2488,0.0023016600468479,7.91
32827,1,0.0,0.0,77.44,3436.65,64.87,2.88,0.365,19.636,7.8067264,4.139168,19679.2488,0.0,0.0
32828,2,0.0,0.0,77.44,3436.65,64.87,2.88,0.365,19.636,7.8067264,4.139168,19679.2488,3.491772511020907e-05,0.12
32829,3,0.1,0.0,77.44,3436.65,64.87,2.88,0.365,19.636,7.8067264,4.139168,19679.2488,0.0022667423217377,7.79
32830,4,0.0,0.0,77.44,3436.65,64.87,2.88,0.365,19.636,7.8067264,4.139168,19679.2488,0.0,0.0
32831,5,0.12,0.13,77.44,3436.65,64.87,2.88,0.365,19.636,7.8067264,4.139168,19679.2488,0.0,0.0
32832,0,1.85,2.03,231.13,31959.8,57.85,8.0,1.684,73.512,31.9329208,66.2372354,36119.32226,0.0030353756907114,97.01
32833,1,0.07,0.06,231.13,31959.8,57.85,8.0,1.684,73.512,31.9329208,66.2372354,36119.32226,0.0002149575404101,6.87
32834,2,1.55,1.87,231.13,31959.8,57.85,8.0,1.684,73.512,31.9329208,66.2372354,36119.32226,0.0024749841988998,79.1
32835,3,0.15,0.02,231.13,31959.8,57.85,8.0,1.684,73.512,31.9329208,66.2372354,36119.32226,0.0003454339514014,11.04
32836,4,0.0,0.0,231.13,31959.8,57.85,8.0,1.684,73.512,31.9329208,66.2372354,36119.32226,0.0,0.0
32837,5,0.07,0.08,231.13,31959.8,57.85,8.0,1.684,73.512,31.9329208,66.2372354,36119.32226,0.0,0.0
32838,0,0.0,0.0,0.72,285.5,9.23,3.66,2.545,23.421,0.0209016,0.1538711999999999,4423.0196,0.0005604203152364,0.16
32839,1,0.0,0.0,0.72,285.5,9.23,3.66,2.545,23.421,0.0209016,0.1538711999999999,4423.0196,0.0,0.0
32840,2,0.0,0.0,0.72,285.5,9.23,3.66,2.545,23.421,0.0209016,0.1538711999999999,4423.0196,0.0,0.0
32841,3,0.0,0.0,0.72,285.5,9.23,3.66,2.545,23.421,0.0209016,0.1538711999999999,4423.0196,0.0005604203152364,0.16
32842,4,0.0,0.0,0.72,285.5,9.23,3.66,2.545,23.421,0.0209016,0.1538711999999999,4423.0196,0.0,0.0
32843,5,0.0,0.0,0.72,285.5,9.23,3.66,2.545,23.421,0.0209016,0.1538711999999999,4423.0196,0.0,0.0
32850,0,3.35,2.75,798.94,94600.6,35.43,4.19,1.02,305.094,122.4934808,122.597343,144154.6437,0.0022712329520108,214.86
32851,1,1.3,1.01,798.94,94600.6,35.43,4.19,1.02,305.094,122.4934808,122.597343,144154.6437,0.0014358259884186,135.83
32852,2,0.3,0.3,798.94,94600.6,35.43,4.19,1.02,305.094,122.4934808,122.597343,144154.6437,0.000184671133164,17.47
32853,3,0.9,0.61,798.94,94600.6,35.43,4.19,1.02,305.094,122.4934808,122.597343,144154.6437,0.0006507358304281,61.56
32854,4,0.0,0.0,798.94,94600.6,35.43,4.19,1.02,305.094,122.4934808,122.597343,144154.6437,0.0,0.0
32855,5,0.85,0.84,798.94,94600.6,35.43,4.19,1.02,305.094,122.4934808,122.597343,144154.6437,0.0,0.0
32862,0,0.19,0.13,234.09,16853.6,11.15,0.8,2.951,22.671,19.0244943,9.4197816,453787.5577,0.0002509849527697,4.23
32863,1,0.02,0.02,234.09,16853.6,11.15,0.8,2.951,22.671,19.0244943,9.4197816,453787.5577,5.043432857075047e-05,0.85
32864,2,0.0,0.0,234.09,16853.6,11.15,0.8,2.951,22.671,19.0244943,9.4197816,453787.5577,0.0,0.0
32865,3,0.05,0.0,234.09,16853.6,11.15,0.8,2.951,22.671,19.0244943,9.4197816,453787.5577,0.0002005506241989,3.38
32866,4,0.0,0.0,234.09,16853.6,11.15,0.8,2.951,22.671,19.0244943,9.4197816,453787.5577,0.0,0.0
32867,5,0.11,0.11,234.09,16853.6,11.15,0.8,2.951,22.671,19.0244943,9.4197816,453787.5577,0.0,0.0
32868,0,0.16,0.11,39.05,14236.6,11.01,4.01,1.459,36.801,4.302138499999999,3.2571605,175827.19350000002,0.0007319163283368,10.42
32869,1,0.06,0.07,39.05,14236.6,11.01,4.01,1.459,36.801,4.302138499999999,3.2571605,175827.19350000002,0.0004832614528749,6.88
32870,2,0.0,0.0,39.05,14236.6,11.01,4.01,1.459,36.801,4.302138499999999,3.2571605,175827.19350000002,0.0,0.0
32871,3,0.05,0.0,39.05,14236.6,11.01,4.01,1.459,36.801,4.302138499999999,3.2571605,175827.19350000002,0.0002486548754618,3.54
32872,4,0.0,0.0,39.05,14236.6,11.01,4.01,1.459,36.801,4.302138499999999,3.2571605,175827.19350000002,0.0,0.0
32873,5,0.04,0.04,39.05,14236.6,11.01,4.01,1.459,36.801,4.302138499999999,3.2571605,175827.19350000002,0.0,0.0
32880,0,0.14,0.06,76.38,37173.5,3.85,1.88,2.384,56.937,4.705008,16.836443399999997,12084.4386,0.0002122479723458,7.89
32881,1,0.05,0.05,76.38,37173.5,3.85,1.88,2.384,56.937,4.705008,16.836443399999997,12084.4386,0.0001145977645365,4.26
32882,2,0.01,0.01,76.38,37173.5,3.85,1.88,2.384,56.937,4.705008,16.836443399999997,12084.4386,8.608282782089392e-06,0.32
32883,3,0.06,0.0,76.38,37173.5,3.85,1.88,2.384,56.937,4.705008,16.836443399999997,12084.4386,8.877291619029684e-05,3.3
32884,4,0.0,0.0,76.38,37173.5,3.85,1.88,2.384,56.937,4.705008,16.836443399999997,12084.4386,0.0,0.0
32885,5,0.03,0.01,76.38,37173.5,3.85,1.88,2.384,56.937,4.705008,16.836443399999997,12084.4386,0.0,0.0
32886,0,0.14,0.12,37.48,2882.05,49.33,3.79,-0.247,104.612,2.2986484,6.907189199999999,7889.008,0.0015544490900574,4.48
32887,1,0.0,0.0,37.48,2882.05,49.33,3.79,-0.247,104.612,2.2986484,6.907189199999999,7889.008,6.939504866327787e-05,0.2
32888,2,0.0,0.0,37.48,2882.05,49.33,3.79,-0.247,104.612,2.2986484,6.907189199999999,7889.008,3.122777189847504e-05,0.09
32889,3,0.06,0.04,37.48,2882.05,49.33,3.79,-0.247,104.612,2.2986484,6.907189199999999,7889.008,0.0014538262694956,4.19
32890,4,0.0,0.0,37.48,2882.05,49.33,3.79,-0.247,104.612,2.2986484,6.907189199999999,7889.008,0.0,0.0
32891,5,0.07,0.08,37.48,2882.05,49.33,3.79,-0.247,104.612,2.2986484,6.907189199999999,7889.008,0.0,0.0
32892,0,2.52,6.69,505.03,42209.8,59.6,4.98,2.007,17.73,134.085465,59.9672622,19292.102100000004,0.0032618017616761,137.68
32893,1,0.0,0.0,505.03,42209.8,59.6,4.98,2.007,17.73,134.085465,59.9672622,19292.102100000004,9.713384095636558e-06,0.41
32894,2,1.68,3.54,505.03,42209.8,59.6,4.98,2.007,17.73,134.085465,59.9672622,19292.102100000004,0.001945756672621,82.13
32895,3,0.83,3.14,505.03,42209.8,59.6,4.98,2.007,17.73,134.085465,59.9672622,19292.102100000004,0.0013063317049595,55.14
32896,4,0.0,0.0,505.03,42209.8,59.6,4.98,2.007,17.73,134.085465,59.9672622,19292.102100000004,0.0,0.0
32897,5,0.01,0.01,505.03,42209.8,59.6,4.98,2.007,17.73,134.085465,59.9672622,19292.102100000004,0.0,0.0
32898,0,0.34,3.79,195.04,30833.3,10.95,1.73,3.276,24.713,11.8174736,16.7890432,677170.0390000001,0.0006210817525208,19.15
32899,1,0.0,0.0,195.04,30833.3,10.95,1.73,3.276,24.713,11.8174736,16.7890432,677170.0390000001,0.0,0.0
32900,2,0.03,0.23,195.04,30833.3,10.95,1.73,3.276,24.713,11.8174736,16.7890432,677170.0390000001,5.156762331634953e-05,1.59
32901,3,0.23,3.48,195.04,30833.3,10.95,1.73,3.276,24.713,11.8174736,16.7890432,677170.0390000001,0.0005695141292044,17.56
32902,4,0.0,0.0,195.04,30833.3,10.95,1.73,3.276,24.713,11.8174736,16.7890432,677170.0390000001,0.0,0.0
32903,5,0.08,0.08,195.04,30833.3,10.95,1.73,3.276,24.713,11.8174736,16.7890432,677170.0390000001,0.0,0.0
32904,0,0.01,0.0,2.06,96.19,107.66,5.03,0.894,218.823,0.050985,0.0357616,82.5,0.0074851855702255,0.72
32905,1,0.0,0.0,2.06,96.19,107.66,5.03,0.894,218.823,0.050985,0.0357616,82.5,0.0,0.0
32906,2,0.0,0.0,2.06,96.19,107.66,5.03,0.894,218.823,0.050985,0.0357616,82.5,0.0,0.0
32907,3,0.01,0.0,2.06,96.19,107.66,5.03,0.894,218.823,0.050985,0.0357616,82.5,0.0074851855702255,0.72
32908,4,0.0,0.0,2.06,96.19,107.66,5.03,0.894,218.823,0.050985,0.0357616,82.5,0.0,0.0
32909,5,0.0,0.0,2.06,96.19,107.66,5.03,0.894,218.823,0.050985,0.0357616,82.5,0.0,0.0
32910,0,3.58,3.32,850.74,44412.27,80.56,4.21,1.016,16.259,119.614044,38.6065812,287899.788,0.0043938308039647,195.14
32911,1,0.03,0.0,850.74,44412.27,80.56,4.21,1.016,16.259,119.614044,38.6065812,287899.788,8.240965841196589e-05,3.66
32912,2,1.85,1.59,850.74,44412.27,80.56,4.21,1.016,16.259,119.614044,38.6065812,287899.788,0.0021624654628101,96.04
32913,3,1.27,1.21,850.74,44412.27,80.56,4.21,1.016,16.259,119.614044,38.6065812,287899.788,0.0021489556827426,95.44
32914,4,0.08,0.08,850.74,44412.27,80.56,4.21,1.016,16.259,119.614044,38.6065812,287899.788,0.0,0.0
32915,5,0.35,0.44,850.74,44412.27,80.56,4.21,1.016,16.259,119.614044,38.6065812,287899.788,0.0,0.0
32916,0,0.15,0.04,33.05,2950.94,49.64,4.43,0.236,103.679,3.725396,4.607830999999999,3288.8544,0.0019519204050234,5.76
32917,1,0.0,0.0,33.05,2950.94,49.64,4.43,0.236,103.679,3.725396,4.607830999999999,3288.8544,0.0,0.0
32918,2,0.09,0.0,33.05,2950.94,49.64,4.43,0.236,103.679,3.725396,4.607830999999999,3288.8544,0.0015656028248625,4.62
32919,3,0.02,0.0,33.05,2950.94,49.64,4.43,0.236,103.679,3.725396,4.607830999999999,3288.8544,0.0003863175801608,1.14
32920,4,0.02,0.02,33.05,2950.94,49.64,4.43,0.236,103.679,3.725396,4.607830999999999,3288.8544,0.0,0.0
32921,5,0.02,0.02,33.05,2950.94,49.64,4.43,0.236,103.679,3.725396,4.607830999999999,3288.8544,0.0,0.0
32928,0,6.16,17.24,1202.75,25027.28,246.18,5.12,1.536,3.248,69.4828675,29.563595000000003,1340026.8042,0.0167089671750186,418.18
32929,1,1.76,11.6,1202.75,25027.28,246.18,5.12,1.536,3.248,69.4828675,29.563595000000003,1340026.8042,0.006959206114288,174.17
32930,2,1.59,4.56,1202.75,25027.28,246.18,5.12,1.536,3.248,69.4828675,29.563595000000003,1340026.8042,0.003460623767345,86.61
32931,3,2.42,0.67,1202.75,25027.28,246.18,5.12,1.536,3.248,69.4828675,29.563595000000003,1340026.8042,0.0062891372933854,157.4
32932,4,0.0,0.0,1202.75,25027.28,246.18,5.12,1.536,3.248,69.4828675,29.563595000000003,1340026.8042,0.0,0.0
32933,5,0.4,0.41,1202.75,25027.28,246.18,5.12,1.536,3.248,69.4828675,29.563595000000003,1340026.8042,0.0,0.0
32934,0,1.46,0.53,460.95,8845.08,165.3,3.17,0.487,107.132,77.568666,5.208735,38919.7328,0.0074990842366603,66.33
32935,1,0.08,0.0,460.95,8845.08,165.3,3.17,0.487,107.132,77.568666,5.208735,38919.7328,0.0013408584207265,11.86
32936,2,0.32,0.04,460.95,8845.08,165.3,3.17,0.487,107.132,77.568666,5.208735,38919.7328,0.0020621633721797,18.24
32937,3,0.56,0.03,460.95,8845.08,165.3,3.17,0.487,107.132,77.568666,5.208735,38919.7328,0.004096062443754,36.23
32938,4,0.0,0.0,460.95,8845.08,165.3,3.17,0.487,107.132,77.568666,5.208735,38919.7328,0.0,0.0
32939,5,0.5,0.46,460.95,8845.08,165.3,3.17,0.487,107.132,77.568666,5.208735,38919.7328,0.0,0.0
32940,0,0.61,2.38,142.09,9943.27,61.19,4.28,0.866,120.258,6.564558,7.407151700000001,11087.20756,0.0033701186832903,33.51
32941,1,0.0,0.0,142.09,9943.27,61.19,4.28,0.866,120.258,6.564558,7.407151700000001,11087.20756,1.0057053665444064e-06,0.01
32942,2,0.39,0.66,142.09,9943.27,61.19,4.28,0.866,120.258,6.564558,7.407151700000001,11087.20756,0.0020415818940851,20.3
32943,3,0.2,1.7,142.09,9943.27,61.19,4.28,0.866,120.258,6.564558,7.407151700000001,11087.20756,0.0013275310838386,13.2
32944,4,0.0,0.0,142.09,9943.27,61.19,4.28,0.866,120.258,6.564558,7.407151700000001,11087.20756,0.0,0.0
32945,5,0.01,0.02,142.09,9943.27,61.19,4.28,0.866,120.258,6.564558,7.407151700000001,11087.20756,0.0,0.0
32946,0,0.72,1.03,68.97,1503.09,480.44,10.47,4.921,2012.103,12.152514000000002,0.1986335999999999,6.598800000000001,0.0258999793758191,38.93
32947,1,0.0,0.0,68.97,1503.09,480.44,10.47,4.921,2012.103,12.152514000000002,0.1986335999999999,6.598800000000001,0.0,0.0
32948,2,0.59,0.59,68.97,1503.09,480.44,10.47,4.921,2012.103,12.152514000000002,0.1986335999999999,6.598800000000001,0.0207372812007265,31.17
32949,3,0.13,0.44,68.97,1503.09,480.44,10.47,4.921,2012.103,12.152514000000002,0.1986335999999999,6.598800000000001,0.0051626981750926,7.76
32950,4,0.0,0.0,68.97,1503.09,480.44,10.47,4.921,2012.103,12.152514000000002,0.1986335999999999,6.598800000000001,0.0,0.0
32951,5,0.0,0.0,68.97,1503.09,480.44,10.47,4.921,2012.103,12.152514000000002,0.1986335999999999,6.598800000000001,0.0,0.0
32952,0,1.55,1.14,737.95,161353.0,9.61,2.1,1.054,1239.738,132.521061,96.479583,18834.2973,0.0005222710454717,84.27
32953,1,0.1,0.02,737.95,161353.0,9.61,2.1,1.054,1239.738,132.521061,96.479583,18834.2973,4.877504601711775e-05,7.87
32954,2,1.12,1.08,737.95,161353.0,9.61,2.1,1.054,1239.738,132.521061,96.479583,18834.2973,0.0003576630121534,57.71
32955,3,0.3,0.02,737.95,161353.0,9.61,2.1,1.054,1239.738,132.521061,96.479583,18834.2973,0.0001158329873011,18.69
32956,4,0.0,0.0,737.95,161353.0,9.61,2.1,1.054,1239.738,132.521061,96.479583,18834.2973,0.0,0.0
32957,5,0.03,0.01,737.95,161353.0,9.61,2.1,1.054,1239.738,132.521061,96.479583,18834.2973,0.0,0.0
32964,0,1.0,0.08,176.4,9449.93,105.52,5.65,-0.214,46.501,37.499112,11.62476,87386.9496,0.0055989832728919,52.91
32965,1,0.01,0.0,176.4,9449.93,105.52,5.65,-0.214,46.501,37.499112,11.62476,87386.9496,0.0001788373035567,1.69
32966,2,0.69,0.0,176.4,9449.93,105.52,5.65,-0.214,46.501,37.499112,11.62476,87386.9496,0.0036412968138388,34.41
32967,3,0.29,0.07,176.4,9449.93,105.52,5.65,-0.214,46.501,37.499112,11.62476,87386.9496,0.0017788491554963,16.81
32968,4,0.0,0.0,176.4,9449.93,105.52,5.65,-0.214,46.501,37.499112,11.62476,87386.9496,0.0,0.0
32969,5,0.01,0.01,176.4,9449.93,105.52,5.65,-0.214,46.501,37.499112,11.62476,87386.9496,0.0,0.0
32970,0,2.68,0.47,545.9,11434.15,234.43,4.91,0.455,377.38,66.446948,3.291777,6892.9392,0.0108385844159819,123.93
32971,1,0.1,0.0,545.9,11434.15,234.43,4.91,0.455,377.38,66.446948,3.291777,6892.9392,0.0008448376136398,9.66
32972,2,0.65,0.0,545.9,11434.15,234.43,4.91,0.455,377.38,66.446948,3.291777,6892.9392,0.0029228232968782,33.42
32973,3,1.42,0.0,545.9,11434.15,234.43,4.91,0.455,377.38,66.446948,3.291777,6892.9392,0.0070700489323648,80.84
32974,4,0.28,0.28,545.9,11434.15,234.43,4.91,0.455,377.38,66.446948,3.291777,6892.9392,0.0,0.0
32975,5,0.23,0.19,545.9,11434.15,234.43,4.91,0.455,377.38,66.446948,3.291777,6892.9392,0.0,0.0
32976,0,0.01,0.01,2.74,383.06,32.49,4.54,1.923,16.794,0.150152,0.2618892,12993.7165,0.0017751788231608,0.68
32977,1,0.0,0.0,2.74,383.06,32.49,4.54,1.923,16.794,0.150152,0.2618892,12993.7165,0.0,0.0
32978,2,0.0,0.0,2.74,383.06,32.49,4.54,1.923,16.794,0.150152,0.2618892,12993.7165,0.0,0.0
32979,3,0.01,0.0,2.74,383.06,32.49,4.54,1.923,16.794,0.150152,0.2618892,12993.7165,0.0017751788231608,0.68
32980,4,0.0,0.0,2.74,383.06,32.49,4.54,1.923,16.794,0.150152,0.2618892,12993.7165,0.0,0.0
32981,5,0.0,0.0,2.74,383.06,32.49,4.54,1.923,16.794,0.150152,0.2618892,12993.7165,0.0,0.0
32982,0,0.11,0.0,35.57,11491.2,9.7,3.13,2.735,101.854,3.2589234000000005,9.9827205,32351.9716,0.0006074213311055,6.98
32983,1,0.0,0.0,35.57,11491.2,9.7,3.13,2.735,101.854,3.2589234000000005,9.9827205,32351.9716,2.4366471734892787e-05,0.28
32984,2,0.0,0.0,35.57,11491.2,9.7,3.13,2.735,101.854,3.2589234000000005,9.9827205,32351.9716,6.9618490671122245e-06,0.08
32985,3,0.1,0.0,35.57,11491.2,9.7,3.13,2.735,101.854,3.2589234000000005,9.9827205,32351.9716,0.0005760930103035,6.62
32986,4,0.0,0.0,35.57,11491.2,9.7,3.13,2.735,101.854,3.2589234000000005,9.9827205,32351.9716,0.0,0.0
